iter	Passed	Remaining
1661	68269	54961
1662	68307	54916
1663	68349	54877
1664	68388	54833
1665	68426	54790
1666	68467	54749
1667	68505	54705
1668	68545	54663
1669	68588	54624
1670	68628	54582
1671	68670	54542
1672	68710	54500
1673	68748	54456
1674	68786	54413
1675	68827	54372
1676	68870	54332
1677	68913	54292
1678	68952	54250
1679	68990	54206
1680	69030	54164
1681	69066	54120
1682	69106	54077
1683	69147	54036
1684	69188	53995
1685	69233	53958
1686	69271	53914
1687	69312	53873
1688	69355	53833
1689	69394	53791
1690	69437	53751
1691	69475	53707
1692	69513	53664
1693	69556	53625
1694	69594	53581
1695	69632	53538
1696	69671	53495
1697	69712	53454
1698	69752	53412
1699	69790	53369
1700	69831	53328
1701	69868	53283
1702	69905	53239
1703	69946	53198
1704	69986	53157
1705	70025	53114
1706	70067	53073
1707	70109	53033
1708	70150	52992
1709	70189	52949
1710	70227	52906
1711	70267	52864
1712	70307	52822
1713	70347	52780
1714	70392	52743
1715	70431	52700
1716	70468	52656
1717	70506	52613
1718	70547	52572
1719	70582	52526
1720	70620	52483
1721	70660	52441
1722	70704	52402
1723	70747	52362
1724	70787	52321
1725	70826	52278
1726	70869	52238
1727	70905	52194
1728	70944	52151
1729	70985	52110
1730	71023	52067
1731	71059	52022
1732	71100	51981
1733	71138	51938
1734	71178	51896
1735	71218	51854
1736	71260	51814
1737	71302	51774
1738	71342	51732
1739	71379	51688
1740	71417	51645
1741	71458	51604
1742	71496	51561
1743	71535	51518
1744	71572	51474
1745	71609	51430
1746	71646	51387
1747	71690	51348
1748	71724	51302
1749	71764	51260
1750	71802	51217
1751	71840	51173
1752	71875	51128
1753	71915	51087
1754	71953	51043
1755	71995	51003
1756	72035	50961
1757	72078	50922
1758	72116	50879
1759	72158	50838
1760	72203	50800
1761	72240	50757
1762	72277	50713
1763	72317	50671
1764	72354	50627
1765	72397	50588
1766	72437	50546
1767	72474	50502
1768	72514	50460
1769	72559	50422
1770	72601	50382
1771	72642	50341
1772	72681	50298
1773	72719	50255
1774	72759	50214
1775	72798	50172
1776	72838	50129
1777	72876	50086
1778	72915	50044
1779	72958	50005
1780	72999	49964
1781	73045	49926
1782	73086	49885
1783	73124	49842
1784	73161	49799
1785	73204	49759
1786	73244	49717
1787	73281	49673
1788	73318	49630
1789	73357	49588
1790	73395	49545
1791	73435	49503
1792	73472	49459
1793	73511	49417
1794	73552	49376
1795	73588	49331
1796	73626	49289
1797	73669	49249
1798	73708	49207
1799	73748	49165
1800	73786	49122
1801	73824	49079
1802	73865	49039
1803	73905	48997
1804	73944	48955
1805	73983	48912
1806	74023	48870
1807	74065	48830
1808	74102	48787
1809	74146	48747
1810	74186	48706
1811	74224	48663
1812	74262	48620
1813	74301	48578
1814	74340	48536
1815	74382	48496
1816	74424	48456
1817	74465	48414
1818	74505	48373
1819	74543	48330
1820	74585	48289
1821	74623	48247
1822	74661	48204
1823	74699	48161
1824	74738	48119
1825	74782	48080
1826	74820	48037
1827	74857	47993
1828	74896	47952
1829	74936	47910
1830	74974	47867
1831	75013	47825
1832	75057	47786
1833	75095	47743
1834	75132	47699
1835	75170	47657
1836	75208	47614
1837	75250	47573
1838	75288	47531
1839	75330	47490
1840	75372	47450
1841	75413	47409
1842	75457	47370
1843	75497	47329
1844	75536	47286
1845	75581	47248
1846	75622	47207
1847	75661	47165
1848	75699	47122
1849	75740	47082
1850	75780	47040
