iter	MultiClass
1664	1.070588045
1665	1.07057429
1666	1.070561153
1667	1.070554061
1668	1.070541467
1669	1.070520808
1670	1.070504608
1671	1.070492836
1672	1.070476818
1673	1.070468257
1674	1.070453966
1675	1.070435976
1676	1.070419689
1677	1.07040569
1678	1.0703997
1679	1.07039008
1680	1.070380285
1681	1.070371844
1682	1.070353297
1683	1.070338158
1684	1.070325339
1685	1.070310147
1686	1.070300348
1687	1.07028987
1688	1.070278363
1689	1.070266026
1690	1.070238396
1691	1.070227629
1692	1.070214309
1693	1.070201942
1694	1.070192524
1695	1.070179099
1696	1.070170556
1697	1.070152952
1698	1.070142864
1699	1.070136968
1700	1.070118007
1701	1.070112372
1702	1.070108149
1703	1.070103408
1704	1.070090256
1705	1.070082669
1706	1.070074254
1707	1.070063876
1708	1.070050896
1709	1.070038272
1710	1.070025704
1711	1.07001048
1712	1.070002037
1713	1.069984152
1714	1.069973102
1715	1.06996131
1716	1.069956146
1717	1.069945758
1718	1.069934357
1719	1.06993124
1720	1.069922791
1721	1.069909627
1722	1.069895162
1723	1.069879555
1724	1.069866191
1725	1.069847269
1726	1.069835564
1727	1.069830224
1728	1.069818644
1729	1.069806914
1730	1.069799694
1731	1.069792881
1732	1.069780868
1733	1.06977381
1734	1.069765292
1735	1.069750304
1736	1.069733169
1737	1.069723256
1738	1.069712888
1739	1.069707707
1740	1.069699697
1741	1.069683067
1742	1.069673089
1743	1.06965989
1744	1.069653662
1745	1.069646103
1746	1.06963826
1747	1.069625431
1748	1.069624087
1749	1.069607253
1750	1.069600124
1751	1.0695882
1752	1.06958527
1753	1.069577792
1754	1.06956862
1755	1.069556236
1756	1.069539745
1757	1.069531132
1758	1.069516673
1759	1.069500262
1760	1.069483701
1761	1.069477756
1762	1.069473693
1763	1.069462471
1764	1.069450324
1765	1.069434438
1766	1.069419304
1767	1.069406976
1768	1.069395708
1769	1.069375049
1770	1.069356748
1771	1.069346829
1772	1.069335681
1773	1.069324961
1774	1.069310829
1775	1.069299469
1776	1.069283317
1777	1.069266763
1778	1.069254498
1779	1.06923628
1780	1.069219238
1781	1.069199654
1782	1.069195099
1783	1.069185556
1784	1.069176058
1785	1.069163895
1786	1.069145485
1787	1.069133706
1788	1.069126254
1789	1.069119093
1790	1.069108592
1791	1.069099723
1792	1.069091634
1793	1.069080742
1794	1.069067405
1795	1.069061566
1796	1.069052287
1797	1.069035726
1798	1.069025016
1799	1.06901536
1800	1.069000671
1801	1.068989539
1802	1.068971824
1803	1.068962462
1804	1.068950586
1805	1.068941145
1806	1.06893416
1807	1.068922744
1808	1.068917134
1809	1.06890503
1810	1.068889487
1811	1.068873886
1812	1.068863404
1813	1.068850087
1814	1.068832277
1815	1.068823585
1816	1.068817844
1817	1.068805636
1818	1.068791206
1819	1.068780411
1820	1.068763188
1821	1.068751014
1822	1.068738736
1823	1.068727254
1824	1.068714443
1825	1.068700077
1826	1.068690201
1827	1.068681484
1828	1.068668615
1829	1.06865502
1830	1.068644588
1831	1.068632314
1832	1.068619322
1833	1.06860921
1834	1.0686022
1835	1.068594465
1836	1.068583905
1837	1.068570719
1838	1.068561606
1839	1.06854645
1840	1.068529519
1841	1.068516885
1842	1.068505144
1843	1.068495005
1844	1.068485013
1845	1.068468417
1846	1.068462515
1847	1.068447329
1848	1.068431813
1849	1.068409626
1850	1.068394961
