iter	MultiClass
180	1.103543277
181	1.103477032
182	1.10342508
183	1.10337741
184	1.103312297
185	1.103222001
186	1.103161135
187	1.103087792
188	1.103049912
189	1.102993155
190	1.102946012
191	1.102891293
192	1.102828762
193	1.1027567
194	1.10270667
195	1.1026588
196	1.102597093
197	1.102540569
198	1.102468974
199	1.10241034
200	1.102346163
201	1.10229782
202	1.102250959
203	1.102192767
204	1.102137104
205	1.102075249
206	1.102018829
207	1.101976063
208	1.101909904
209	1.101855997
210	1.101806987
211	1.101738367
212	1.10166097
213	1.101600464
214	1.10154548
215	1.101498185
216	1.101433593
217	1.101359248
218	1.101289653
219	1.101233233
220	1.101179575
221	1.10113692
222	1.101088525
223	1.101037461
224	1.100985227
225	1.100919574
226	1.100868202
227	1.100787476
228	1.100733622
229	1.1006879
230	1.100629227
231	1.100574797
232	1.100531548
233	1.100485748
234	1.100450027
235	1.100409436
236	1.100356797
237	1.100302167
238	1.10025862
239	1.100214221
240	1.100161906
241	1.1001314
242	1.100092725
243	1.100060453
244	1.099996548
245	1.099949541
246	1.099914108
247	1.099865593
248	1.099800536
249	1.099752236
250	1.099708123
251	1.09965814
252	1.099620111
253	1.09956647
254	1.099542543
255	1.09950028
256	1.099453025
257	1.099404956
258	1.099362277
259	1.099298771
260	1.099246688
261	1.099208389
262	1.099184962
263	1.099147904
264	1.099094456
265	1.099050783
266	1.099002384
267	1.098964324
268	1.098919525
269	1.098892747
270	1.098863849
271	1.098818129
272	1.098784882
273	1.098746895
274	1.098694229
275	1.098653812
276	1.098610994
277	1.098566201
278	1.098538646
279	1.098488278
280	1.098438963
281	1.098397726
282	1.098345514
283	1.098323326
284	1.09828139
285	1.098242711
286	1.098196983
287	1.09815913
288	1.098115928
289	1.09809046
290	1.098057294
291	1.098019306
292	1.097978439
293	1.09792555
294	1.097882345
295	1.097837412
296	1.097791816
297	1.09773697
298	1.097684294
299	1.097618082
300	1.097573773
301	1.097537106
302	1.097490314
303	1.097453963
304	1.097424844
305	1.09739717
306	1.097358286
307	1.097322476
308	1.097292816
309	1.097241849
310	1.097195991
311	1.097170287
312	1.097125299
313	1.097088612
314	1.097062794
315	1.097015463
316	1.09697645
317	1.09693526
318	1.096902305
319	1.096869588
320	1.096832964
321	1.096802225
322	1.096758413
323	1.096731655
324	1.096697814
325	1.096652368
326	1.096604011
327	1.096569853
328	1.096536306
329	1.09651092
330	1.096459649
331	1.096436573
332	1.096409376
333	1.096378376
334	1.096333775
335	1.096301258
336	1.096242537
337	1.096212972
338	1.096167844
339	1.096143104
340	1.096115078
341	1.09607311
342	1.096026583
343	1.095981842
344	1.095949398
345	1.095902463
346	1.095850334
347	1.095814437
348	1.095773508
349	1.095728069
350	1.095686233
351	1.095648661
352	1.095625677
353	1.095590917
354	1.095564947
355	1.095522571
356	1.095490193
357	1.095449261
358	1.095396645
359	1.095350348
360	1.095313491
361	1.095284483
362	1.09523641
363	1.09519859
364	1.095166463
365	1.095119496
366	1.095093236
367	1.095043956
368	1.095004665
369	1.094960026
370	1.094920243
371	1.094889226
372	1.094847669
373	1.094805072
374	1.094770603
375	1.094747177
376	1.094705589
377	1.094659914
378	1.094629169
379	1.094589868
380	1.094555675
381	1.094505891
382	1.094467317
383	1.094436693
384	1.094398522
385	1.09436337
386	1.094322231
387	1.094277775
388	1.094242702
389	1.094193343
390	1.094155902
391	1.094118534
392	1.094077816
393	1.094022227
394	1.093972772
395	1.093941198
396	1.093899121
397	1.09388319
398	1.093847568
399	1.093806522
400	1.093781098
401	1.093756379
402	1.093728183
403	1.093687691
404	1.093644781
405	1.093615598
406	1.093576203
407	1.093536195
408	1.093498504
409	1.093454395
410	1.093410963
411	1.093384362
412	1.093358532
413	1.093326403
414	1.093295395
415	1.093251017
416	1.093212746
417	1.093175425
418	1.093146341
419	1.093116694
420	1.093074961
421	1.093046249
422	1.092998945
423	1.092954298
424	1.092912183
425	1.092872712
426	1.092831317
427	1.092806619
428	1.092757464
429	1.092715818
430	1.092687603
431	1.09265176
432	1.09260759
433	1.092564149
434	1.092535314
435	1.092499747
436	1.092454241
437	1.092416635
438	1.092392296
439	1.092356542
440	1.092326552
441	1.09229905
442	1.092269831
443	1.092240274
444	1.092203625
445	1.092172574
446	1.092141091
447	1.092098302
448	1.09205656
449	1.092016309
450	1.091981435
451	1.091949597
452	1.091922547
453	1.091891666
454	1.091850857
455	1.091801027
456	1.091773278
457	1.091740392
458	1.091712327
459	1.091680991
460	1.091647376
461	1.091618062
462	1.091592921
463	1.091548311
464	1.091515117
465	1.091478963
466	1.091450136
467	1.091424826
468	1.091393994
469	1.091355398
470	1.091324624
471	1.091284216
472	1.091255845
473	1.091220895
474	1.091199243
475	1.091170699
476	1.091146926
477	1.091117361
478	1.091075947
479	1.091044755
480	1.091020424
481	1.090977419
482	1.090952996
483	1.090922489
484	1.090890909
485	1.090866864
486	1.090834875
487	1.090787802
488	1.090744169
489	1.090711915
490	1.090685201
491	1.090656923
492	1.090613335
493	1.090583008
494	1.090550016
495	1.09051923
496	1.09048806
497	1.090469646
498	1.090432821
499	1.090411342
500	1.09037401
501	1.090340683
502	1.090304242
503	1.090270458
504	1.090247738
505	1.090210325
506	1.090177973
507	1.090134225
508	1.090099631
509	1.09006392
510	1.090036968
511	1.089998015
512	1.089980893
513	1.089954647
514	1.089927267
515	1.089888816
516	1.089856268
517	1.089841527
518	1.089813564
519	1.089785819
520	1.089753312
521	1.089735769
522	1.089700184
523	1.089672827
524	1.08964633
525	1.08961933
526	1.089578555
527	1.089549684
528	1.089525787
529	1.089490473
530	1.089461378
531	1.089431161
532	1.089391674
533	1.089365948
534	1.089332022
535	1.089312486
536	1.089282523
537	1.089259185
538	1.089225372
539	1.089200774
540	1.089174736
541	1.089137831
542	1.089110069
543	1.089083978
544	1.089063572
545	1.089043161
546	1.089016965
547	1.088990686
548	1.088953288
549	1.088930972
550	1.08889912
551	1.088874168
552	1.088846995
553	1.088816667
554	1.08879868
555	1.088774206
556	1.088750516
557	1.088729345
558	1.088693525
559	1.088667761
560	1.088641814
561	1.088607391
562	1.088579771
563	1.088554634
564	1.088527212
565	1.088492591
566	1.0884674
567	1.088429993
568	1.08839973
569	1.088369019
570	1.088339348
571	1.08831484
572	1.088280245
573	1.088250441
574	1.088233726
575	1.088197982
576	1.08817487
577	1.088149005
578	1.088126717
579	1.088093163
580	1.088073284
581	1.088046908
582	1.088021165
583	1.08798703
584	1.087953511
585	1.087915363
586	1.087890944
587	1.087866725
588	1.087841326
589	1.087815008
590	1.087796654
591	1.087770437
592	1.087744106
593	1.087717368
594	1.087688917
595	1.087667941
596	1.08763345
597	1.087605887
598	1.087578368
599	1.087544656
600	1.087519802
601	1.087495239
602	1.087462712
603	1.087436501
604	1.087410058
605	1.087385009
606	1.087370026
607	1.087346851
608	1.08732065
609	1.087301507
610	1.08728613
611	1.087266004
612	1.087250395
613	1.087228264
614	1.087206719
615	1.087184151
616	1.087161591
617	1.087137583
618	1.08711366
619	1.08708985
620	1.087060765
621	1.087044255
622	1.08702371
623	1.087004191
624	1.086980423
625	1.086959081
626	1.086933509
627	1.086912327
628	1.086881729
629	1.086857804
630	1.086836451
631	1.086816733
632	1.086796829
633	1.08677695
634	1.086746365
635	1.086733644
636	1.086714442
637	1.086698068
638	1.086677355
639	1.086660943
640	1.086634417
641	1.086617825
642	1.086595996
643	1.086580162
644	1.08655855
645	1.086532773
646	1.086509467
647	1.086494952
648	1.086476889
649	1.08645834
650	1.086436319
651	1.086416003
652	1.086381738
653	1.086366168
654	1.0863331
655	1.086310614
656	1.086285144
657	1.086254724
658	1.086238688
659	1.086218291
660	1.086193429
661	1.08617732
662	1.086150263
663	1.086126436
664	1.08610654
665	1.086076606
666	1.086060541
667	1.086037219
668	1.086017602
669	1.085996465
670	1.085974499
671	1.085943333
672	1.085918846
673	1.085900753
674	1.085875547
675	1.08585425
676	1.085829601
677	1.08580592
678	1.085779588
679	1.085749051
680	1.085728079
681	1.085712418
682	1.08569268
683	1.085671883
684	1.085654629
685	1.085624953
686	1.085597109
687	1.085570183
688	1.085544674
689	1.085521007
690	1.085504536
691	1.085482285
692	1.085467121
693	1.085440287
694	1.085410762
695	1.085396098
696	1.085371038
697	1.08534885
698	1.085325038
699	1.085296154
700	1.085265109
701	1.085245904
702	1.085228106
703	1.085197277
704	1.085173806
705	1.085152987
706	1.085140753
707	1.085123732
708	1.085106048
709	1.08508216
710	1.085063973
711	1.085045984
712	1.085024257
713	1.085000128
714	1.08497601
715	1.084959927
716	1.084939206
717	1.084911903
718	1.084887441
719	1.084861194
720	1.084839547
721	1.084822655
722	1.084806249
723	1.084782164
724	1.084757317
725	1.084734137
726	1.084707952
727	1.084684606
728	1.084666014
729	1.084650441
730	1.084635751
731	1.084613391
732	1.084596978
733	1.084562607
734	1.08453735
735	1.084503864
736	1.084477569
737	1.084463223
738	1.084441348
739	1.084411093
740	1.08439774
741	1.084374201
742	1.084362708
743	1.084344234
744	1.084327535
745	1.084301764
746	1.084291223
747	1.084263527
748	1.084243102
749	1.084226
750	1.08420875
751	1.084176642
752	1.08415895
753	1.084143366
754	1.084125756
755	1.084099847
756	1.084074967
757	1.08405567
758	1.084023833
759	1.084003222
760	1.08397848
761	1.083960605
762	1.083936068
763	1.083915993
764	1.083903264
765	1.083876701
766	1.083857172
767	1.083836979
768	1.08381615
769	1.083793426
770	1.083770018
771	1.083752872
772	1.08373623
773	1.083719245
774	1.083696716
775	1.083673767
776	1.083649136
777	1.08362181
778	1.08359448
779	1.083581154
780	1.0835655
781	1.083546977
782	1.08352847
783	1.083510218
784	1.083487548
785	1.083475079
786	1.083452387
787	1.083424545
788	1.083407179
789	1.083383281
790	1.083369433
791	1.083347942
792	1.083333548
793	1.083306812
794	1.083286313
795	1.08326963
796	1.083254461
797	1.083239293
798	1.083209726
799	1.083199952
800	1.083180409
801	1.083156745
802	1.083133148
803	1.083114777
804	1.083100317
805	1.083078384
806	1.083067656
807	1.083047464
808	1.083026216
809	1.083008492
810	1.08299043
811	1.082971932
812	1.082951765
813	1.082931215
814	1.082914861
815	1.082900271
816	1.082872165
817	1.082855978
818	1.08283032
819	1.082811855
820	1.082798143
821	1.082778614
822	1.082767205
823	1.082744507
824	1.0827199
825	1.082705337
826	1.082679291
827	1.0826651
828	1.082636028
829	1.082617895
830	1.082606021
831	1.082592353
832	1.082565474
833	1.082551107
834	1.082540958
835	1.082524059
836	1.082509841
837	1.082489312
838	1.082469665
839	1.082452627
840	1.08244049
841	1.082419724
842	1.082406802
843	1.082393605
844	1.082381704
845	1.0823614
846	1.082346603
847	1.082329815
848	1.082305487
849	1.082281806
850	1.082260925
851	1.082234439
852	1.082219501
853	1.082200099
854	1.082178028
855	1.082160836
856	1.082141619
857	1.082115447
858	1.082095792
859	1.082081582
860	1.08206585
861	1.082053118
862	1.08203943
863	1.082016923
864	1.082001603
865	1.081982574
866	1.081963463
867	1.08194906
868	1.081929712
869	1.081909679
870	1.081894779
871	1.081879246
872	1.081869495
873	1.08185156
874	1.081841899
875	1.08182109
876	1.081801372
877	1.081781281
878	1.08177066
879	1.081757766
880	1.081747473
881	1.081728838
882	1.081709144
883	1.081690283
884	1.081676682
885	1.081654761
886	1.081636711
887	1.08162074
888	1.081602027
889	1.081582165
890	1.081559563
891	1.081555971
892	1.081542803
893	1.08151953
894	1.081501121
895	1.081485881
896	1.081464778
897	1.081440454
898	1.081421864
899	1.08140939
900	1.081389249
901	1.081370865
902	1.081361258
903	1.081340798
904	1.081315667
905	1.081298122
906	1.081278475
907	1.08126371
908	1.081248982
909	1.081232007
910	1.081215622
911	1.081191406
912	1.081174687
913	1.08115986
914	1.081145568
915	1.081131749
916	1.081117989
917	1.081105862
918	1.081089285
919	1.081072783
920	1.081057335
921	1.081046351
922	1.081029235
923	1.081008863
924	1.080990471
925	1.080977526
926	1.080963129
927	1.080945897
928	1.080927631
929	1.080913766
930	1.080903426
931	1.080882823
932	1.080864416
933	1.080844794
934	1.080826443
935	1.080807875
936	1.080785034
937	1.080774455
938	1.080756071
939	1.080742083
940	1.080720528
941	1.080696018
942	1.080676915
943	1.080656289
944	1.080642069
945	1.080626428
946	1.080613687
947	1.080592681
948	1.080571176
949	1.080544749
950	1.080530389
951	1.080520354
952	1.080501973
953	1.080490871
954	1.080464754
955	1.08045156
956	1.080440724
957	1.080429616
958	1.080412386
959	1.08040161
960	1.080376259
961	1.080361457
962	1.080345044
963	1.080324345
964	1.080305111
965	1.080288531
966	1.080274147
967	1.080258478
968	1.080244057
969	1.080231381
970	1.080216709
971	1.080201922
972	1.080186411
973	1.080170977
974	1.080154873
975	1.080141714
976	1.08012627
977	1.080116547
978	1.080102368
979	1.080083683
980	1.080065976
981	1.0800509
982	1.080032277
983	1.080014613
984	1.079993577
985	1.079980886
986	1.079964364
987	1.0799435
988	1.079918686
989	1.079899744
990	1.079886367
991	1.079874617
992	1.07985327
993	1.079839363
994	1.079818283
995	1.079802024
996	1.079783338
997	1.079768052
998	1.079754173
999	1.079736456
1000	1.079724073
1001	1.079711928
1002	1.079701054
1003	1.079685077
1004	1.079671581
1005	1.079658759
1006	1.079645724
1007	1.07963158
1008	1.079608158
1009	1.079598077
1010	1.079582532
1011	1.079568635
1012	1.079548497
1013	1.079534576
1014	1.079513374
1015	1.079493701
1016	1.079474978
1017	1.07946264
1018	1.079451024
1019	1.079440722
1020	1.079429248
1021	1.07941846
1022	1.079405271
1023	1.079381262
1024	1.079362345
1025	1.079347165
1026	1.079328594
1027	1.079313686
1028	1.079295615
1029	1.079277866
1030	1.079269737
1031	1.079249388
1032	1.079234968
1033	1.079221348
1034	1.079199062
1035	1.07918229
1036	1.079163835
1037	1.07915032
1038	1.079137077
1039	1.079109725
1040	1.079091324
1041	1.079071735
1042	1.079055005
1043	1.079040116
1044	1.079025846
1045	1.079018183
1046	1.079003894
1047	1.078981941
1048	1.078967657
1049	1.078951175
1050	1.078940656
1051	1.078925544
1052	1.078915183
1053	1.078903552
1054	1.078884152
1055	1.07886851
1056	1.078856478
1057	1.078840875
1058	1.078817288
1059	1.078800632
1060	1.078782863
1061	1.078773675
1062	1.078749951
1063	1.078731028
1064	1.078716413
1065	1.078706431
1066	1.078689329
1067	1.078669231
1068	1.078659776
1069	1.078640732
1070	1.078633152
1071	1.078604756
1072	1.078589053
1073	1.078566979
1074	1.07855392
1075	1.07853573
1076	1.078522833
1077	1.078512189
1078	1.07849209
1079	1.078478322
1080	1.07846412
1081	1.078453548
1082	1.078434047
1083	1.078414819
1084	1.078395897
1085	1.078377872
1086	1.078362587
1087	1.078343901
1088	1.078328418
1089	1.078308062
1090	1.078293776
1091	1.078275201
1092	1.078263106
1093	1.078250477
1094	1.078222975
1095	1.078204501
1096	1.078190684
1097	1.078173946
1098	1.078155808
1099	1.078142749
1100	1.078127619
1101	1.078098725
1102	1.078081017
1103	1.07806893
1104	1.078050751
1105	1.078029456
1106	1.078018551
1107	1.077996556
1108	1.077983511
1109	1.077968411
1110	1.077952106
1111	1.077929843
1112	1.077907177
1113	1.077896458
1114	1.077870412
1115	1.077852036
1116	1.077836892
1117	1.07782156
1118	1.07780472
1119	1.077785642
1120	1.077770937
1121	1.077749863
1122	1.07774246
1123	1.077729034
1124	1.077710488
1125	1.077692378
1126	1.077675377
1127	1.077663806
1128	1.07765061
1129	1.077641388
1130	1.077626844
1131	1.077610039
1132	1.077590522
1133	1.077575603
1134	1.077565269
1135	1.077556282
1136	1.077543253
1137	1.077527043
1138	1.077511664
1139	1.077488719
1140	1.077473152
1141	1.077465646
1142	1.077453474
1143	1.077433793
1144	1.077411102
1145	1.077394541
1146	1.077378981
1147	1.077364236
1148	1.077357464
1149	1.077339277
1150	1.077321949
1151	1.077308722
1152	1.077292482
1153	1.077283133
1154	1.077270706
1155	1.07725462
1156	1.077241579
1157	1.077224983
1158	1.077209068
1159	1.077195082
1160	1.077177869
1161	1.077165768
1162	1.077152554
1163	1.077142706
1164	1.077129622
1165	1.077128169
1166	1.077113966
1167	1.077099586
1168	1.077086171
1169	1.077075122
1170	1.077055739
1171	1.077044532
1172	1.077041659
1173	1.077033647
1174	1.077020687
1175	1.077006585
1176	1.076992893
1177	1.076984107
1178	1.076978101
1179	1.076959459
1180	1.07695116
1181	1.076942491
1182	1.076922542
1183	1.076911481
1184	1.076893003
1185	1.076881631
1186	1.076864031
1187	1.076842707
1188	1.076821591
1189	1.076803835
1190	1.076793371
1191	1.076774038
1192	1.076759522
1193	1.076743924
1194	1.076728644
1195	1.076710229
1196	1.07669778
1197	1.076688119
1198	1.076686647
1199	1.076667857
1200	1.076656785
1201	1.076643295
1202	1.076635037
1203	1.076621726
1204	1.07660715
1205	1.076587249
1206	1.076573069
1207	1.076559225
1208	1.076546521
1209	1.076532866
1210	1.07652204
1211	1.076503857
1212	1.076476821
1213	1.076463266
1214	1.076448302
1215	1.076440627
1216	1.076421875
1217	1.076406019
1218	1.07639907
1219	1.076386842
1220	1.076378882
1221	1.076368993
1222	1.0763584
1223	1.076347543
1224	1.076335368
1225	1.076322695
1226	1.076299328
1227	1.076291758
1228	1.07628278
1229	1.076263112
1230	1.076243965
1231	1.076226297
1232	1.076213247
1233	1.076195445
1234	1.076182966
1235	1.076175177
1236	1.076163071
1237	1.076150892
1238	1.07613173
1239	1.076121529
1240	1.076101969
1241	1.07608562
1242	1.076072835
1243	1.076057538
1244	1.076041325
1245	1.076023615
1246	1.076004004
1247	1.07599145
1248	1.075978276
1249	1.075972252
1250	1.075959861
1251	1.075944179
1252	1.075926842
1253	1.075911999
1254	1.075895398
1255	1.075878965
1256	1.075859801
1257	1.075846981
1258	1.075836536
1259	1.07582035
1260	1.075798024
1261	1.075787532
1262	1.07577481
1263	1.075760076
1264	1.075743475
1265	1.075724141
1266	1.075709331
1267	1.075696706
1268	1.075688688
1269	1.075684108
1270	1.07566596
1271	1.075654566
1272	1.075646329
1273	1.07562913
1274	1.075616323
1275	1.075600319
1276	1.075587751
1277	1.075567701
1278	1.075554407
1279	1.075540785
1280	1.075526082
1281	1.07551583
1282	1.07550219
1283	1.07549708
1284	1.075480514
1285	1.075470141
1286	1.075461559
1287	1.075446385
1288	1.075433479
1289	1.075426485
1290	1.075412389
1291	1.07539716
1292	1.075378929
1293	1.07536531
1294	1.07534582
1295	1.075327505
1296	1.075318331
1297	1.075308211
1298	1.07529153
1299	1.075281057
1300	1.075261823
1301	1.075249707
1302	1.075230063
1303	1.075209927
1304	1.075197806
1305	1.075178675
1306	1.075166538
1307	1.075160356
1308	1.075147681
1309	1.075131976
1310	1.075119358
1311	1.075107258
1312	1.07509845
1313	1.075081726
1314	1.075068321
1315	1.075065278
1316	1.075055253
1317	1.075036995
1318	1.075025724
1319	1.0750106
1320	1.074996443
1321	1.074985887
1322	1.074972758
1323	1.074962823
1324	1.074945368
1325	1.074928618
1326	1.074914267
1327	1.074905653
1328	1.074900277
1329	1.074884536
1330	1.074872429
1331	1.074850192
1332	1.074836458
1333	1.074835256
1334	1.074820415
1335	1.074811182
1336	1.074798906
1337	1.074787011
1338	1.074772031
1339	1.074760928
1340	1.074748778
1341	1.074738066
1342	1.074718286
1343	1.074703117
1344	1.074691226
1345	1.074674766
1346	1.074664578
1347	1.074650349
1348	1.074630278
1349	1.074611278
1350	1.074595203
1351	1.07458587
1352	1.074569152
1353	1.07455606
1354	1.074543416
1355	1.074533626
1356	1.074519805
1357	1.074501802
1358	1.074481135
1359	1.07446786
1360	1.074457715
1361	1.074448643
1362	1.074432191
1363	1.074412879
1364	1.074403744
1365	1.074388657
1366	1.074369013
1367	1.074359814
1368	1.074351128
1369	1.074339638
1370	1.074325517
1371	1.074312111
1372	1.074300239
1373	1.074283343
1374	1.074271236
1375	1.074262412
1376	1.074244416
1377	1.074230756
1378	1.074203632
1379	1.074188826
1380	1.074181848
1381	1.07417101
1382	1.074157291
1383	1.074150421
1384	1.07413626
1385	1.07412884
1386	1.074112269
1387	1.07409987
1388	1.074090778
1389	1.074072339
1390	1.074063504
1391	1.074057303
1392	1.07404724
1393	1.07404064
1394	1.074020669
1395	1.07400792
1396	1.07399111
1397	1.073981624
1398	1.073972224
1399	1.073962213
1400	1.073949815
1401	1.073937935
1402	1.073926793
1403	1.073913891
1404	1.073897845
1405	1.073885139
1406	1.07387484
1407	1.073860844
1408	1.073848588
1409	1.073837232
1410	1.073816731
1411	1.073797796
1412	1.073785754
1413	1.073765795
1414	1.073755008
1415	1.07374564
1416	1.073730387
1417	1.073719931
1418	1.073706999
1419	1.073688633
1420	1.07367335
1421	1.073658113
1422	1.073640989
1423	1.073631195
1424	1.073619544
1425	1.073610428
1426	1.073599878
1427	1.07359393
1428	1.073584259
1429	1.073575287
1430	1.073558479
1431	1.073543305
1432	1.07353127
1433	1.07352281
1434	1.073511752
1435	1.073493321
1436	1.073480152
1437	1.073469124
1438	1.073453849
1439	1.073446287
1440	1.073437562
1441	1.073425172
1442	1.073416212
1443	1.073408959
1444	1.073398896
1445	1.073394315
1446	1.073377745
1447	1.07336271
1448	1.073352188
1449	1.073342686
1450	1.07332835
1451	1.073315094
1452	1.073297993
1453	1.073276998
1454	1.073256189
1455	1.073237266
1456	1.073224999
1457	1.073210728
1458	1.073192701
1459	1.073177602
1460	1.073159876
1461	1.073145801
1462	1.073131516
1463	1.073118374
1464	1.073108075
1465	1.073086425
1466	1.073068743
1467	1.0730473
1468	1.073035213
1469	1.073024406
1470	1.07301181
1471	1.072998946
1472	1.072978531
1473	1.072969088
1474	1.072956116
1475	1.072940778
1476	1.072934344
1477	1.072930493
1478	1.072914525
1479	1.072905703
1480	1.072888377
1481	1.072872109
1482	1.07286519
1483	1.072850184
1484	1.072829955
1485	1.072817122
1486	1.072808405
1487	1.07279098
1488	1.072768231
1489	1.072757465
1490	1.072740511
1491	1.072727659
1492	1.072720636
1493	1.072703401
1494	1.072690607
1495	1.072668707
1496	1.072654276
1497	1.072637466
1498	1.072627807
1499	1.072617871
1500	1.072599084
1501	1.072581185
1502	1.072566774
1503	1.072552224
1504	1.072532726
1505	1.072519658
1506	1.072498565
1507	1.072485816
1508	1.072474015
1509	1.072459146
1510	1.07244101
1511	1.072433276
1512	1.072424694
1513	1.072414081
1514	1.07240279
1515	1.072385032
1516	1.072374937
1517	1.072360568
1518	1.072356117
1519	1.072344734
1520	1.072329919
1521	1.072320281
1522	1.072310078
1523	1.072298052
1524	1.072289248
1525	1.072284808
1526	1.07227016
1527	1.072258601
1528	1.072246355
1529	1.072225892
1530	1.072222135
1531	1.072208767
1532	1.072194747
1533	1.072179237
1534	1.072177255
1535	1.072165657
1536	1.0721528
1537	1.072136021
1538	1.072121982
1539	1.072108701
1540	1.072091022
1541	1.072071635
1542	1.072062566
1543	1.072059872
1544	1.072043516
1545	1.072031561
1546	1.07201048
1547	1.072001861
1548	1.071992571
1549	1.071978963
1550	1.071962314
1551	1.071946803
1552	1.071934328
1553	1.071911515
1554	1.071893097
1555	1.071881654
1556	1.071866867
1557	1.071857504
1558	1.071842493
1559	1.071831267
1560	1.071821156
1561	1.071804943
1562	1.071794243
1563	1.071777695
1564	1.071767269
1565	1.071764726
1566	1.071753328
1567	1.071741187
1568	1.071731481
1569	1.071714778
1570	1.071706743
1571	1.071694936
1572	1.071691162
1573	1.071682857
1574	1.07166756
1575	1.071661692
1576	1.071652553
1577	1.071645944
1578	1.071634154
1579	1.071618654
1580	1.071609729
1581	1.071598846
1582	1.071581134
1583	1.071572957
1584	1.071560916
1585	1.071544939
1586	1.071541584
1587	1.071522536
1588	1.071504362
1589	1.071493985
1590	1.071477166
1591	1.071467677
1592	1.071459545
1593	1.071445256
1594	1.071427676
1595	1.071414449
1596	1.071408849
1597	1.0713968
1598	1.071379067
1599	1.071358723
1600	1.071348651
1601	1.071328121
1602	1.071311313
1603	1.071285959
1604	1.071275074
1605	1.071256618
1606	1.07124592
1607	1.07123904
1608	1.07123176
1609	1.071219531
1610	1.071209551
1611	1.071198363
1612	1.071187441
1613	1.071174654
1614	1.071157729
1615	1.071143245
1616	1.071128366
1617	1.071106747
1618	1.071092314
1619	1.071078249
1620	1.071070297
1621	1.071065508
1622	1.071045786
1623	1.071033738
1624	1.071019265
1625	1.071007592
1626	1.070994386
1627	1.070989093
1628	1.070982111
1629	1.070967221
1630	1.07096038
1631	1.070944381
1632	1.070936777
1633	1.070924124
1634	1.070916234
1635	1.070904816
1636	1.070891347
1637	1.070877461
1638	1.070868445
1639	1.07085701
1640	1.07085261
1641	1.070834253
1642	1.070823758
1643	1.070807429
1644	1.070799482
1645	1.070792212
1646	1.070769002
1647	1.070761989
1648	1.070748672
1649	1.070740295
1650	1.070728499
1651	1.07071787
1652	1.070710335
1653	1.070696988
1654	1.070687466
1655	1.070678473
1656	1.070672746
1657	1.070665388
1658	1.070648047
1659	1.070644285
1660	1.07063426
1661	1.070618243
1662	1.070609288
1663	1.070595262
